VTX, IDX, _sig60._child0.x, _sig60._child0.y, _sig60._child0.z, _sig60._child0.w, _output0.x, _output0.y, _output0.z, _output0.w, _output1.x, _output1.y, _output1.z, _output1.w, _output3.x, _output3.y
154, 5606, -4.70276, -96.51466, -177.84621,  197.84621, -4.70276,  96.51466,  10.00,  197.84621, -4.80845,  96.23047,  10.00,  197.81834,  0.47485,  0.87354
155, 5607, -4.90203, -96.65428, -177.86473,  197.86473, -4.90203,  96.65428,  10.00,  197.86473, -5.0077,  96.37015,  10.00,  197.8369,  0.47144,  0.87158
156, 5607, -4.90203, -96.65428, -177.86473,  197.86473, -4.90203,  96.65428,  10.00,  197.86473, -5.0077,  96.37015,  10.00,  197.8369,  0.47144,  0.87158
157, 5608, -5.11057, -97.10891, -177.85448,  197.85448, -5.11057,  97.10891,  10.00,  197.85448, -5.21622,  96.82484,  10.00,  197.82666,  0.46753,  0.87012
158, 5605, -4.86812, -96.72826, -177.85547,  197.85547, -4.86812,  96.72826,  10.00,  197.85547, -4.97378,  96.44414,  10.00,  197.82764,  0.47095,  0.87256
159, 5607, -4.90203, -96.65428, -177.86473,  197.86473, -4.90203,  96.65428,  10.00,  197.86473, -5.0077,  96.37015,  10.00,  197.8369,  0.47144,  0.87158
160, 5609, -5.15661, -96.92287, -177.87753,  197.87753, -5.15661,  96.92287,  10.00,  197.87753, -5.26225,  96.63879,  10.00,  197.84975,  0.46826,  0.86914
161, 5608, -5.11057, -97.10891, -177.85448,  197.85448, -5.11057,  97.10891,  10.00,  197.85448, -5.21622,  96.82484,  10.00,  197.82666,  0.46753,  0.87012
162, 5609, -5.15661, -96.92287, -177.87753,  197.87753, -5.15661,  96.92287,  10.00,  197.87753, -5.26225,  96.63879,  10.00,  197.84975,  0.46826,  0.86914
163, 5610, -5.3624, -97.49174, -177.81728,  197.81728, -5.3624,  97.49174,  10.00,  197.81728, -5.46806,  97.20767,  10.00,  197.78947,  0.46411,  0.86768
164, 5608, -5.11057, -97.10891, -177.85448,  197.85448, -5.11057,  97.10891,  10.00,  197.85448, -5.21622,  96.82484,  10.00,  197.82666,  0.46753,  0.87012
165, 5609, -5.15661, -96.92287, -177.87753,  197.87753, -5.15661,  96.92287,  10.00,  197.87753, -5.26225,  96.63879,  10.00,  197.84975,  0.46826,  0.86914
166, 5611, -5.40618, -97.20177, -177.88437,  197.88437, -5.40618,  97.20177,  10.00,  197.88437, -5.5118,  96.9177,  10.00,  197.85663,  0.46533,  0.86621
167, 5610, -5.3624, -97.49174, -177.81728,  197.81728, -5.3624,  97.49174,  10.00,  197.81728, -5.46806,  97.20767,  10.00,  197.78947,  0.46411,  0.86768
168, 5611, -5.40618, -97.20177, -177.88437,  197.88437, -5.40618,  97.20177,  10.00,  197.88437, -5.5118,  96.9177,  10.00,  197.85663,  0.46533,  0.86621
169, 5612, -5.8005, -98.00707, -177.73347,  197.73347, -5.8005,  98.00707,  10.00,  197.73347, -5.90622,  97.72309,  10.00,  197.70573,  0.45703,  0.86182
170, 5610, -5.3624, -97.49174, -177.81728,  197.81728, -5.3624,  97.49174,  10.00,  197.81728, -5.46806,  97.20767,  10.00,  197.78947,  0.46411,  0.86768
171, 5613, -6.31323, -98.11185, -177.82045,  197.82045, -6.31323,  98.11185,  10.00,  197.82045, -6.41886,  97.82797,  10.00,  197.79285,  0.45679,  0.85352
172, 5614, -6.26556, -98.41275, -177.66597,  197.66597, -6.26556,  98.41275,  10.00,  197.66597, -6.37131,  98.12878,  10.00,  197.63831,  0.45044,  0.85596
173, 5612, -5.8005, -98.00707, -177.73347,  197.73347, -5.8005,  98.00707,  10.00,  197.73347, -5.90622,  97.72309,  10.00,  197.70573,  0.45703,  0.86182
174, 5611, -5.40618, -97.20177, -177.88437,  197.88437, -5.40618,  97.20177,  10.00,  197.88437, -5.5118,  96.9177,  10.00,  197.85663,  0.46533,  0.86621
175, 5615, -5.88679, -97.82239, -177.83875,  197.83875, -5.88679,  97.82239,  10.00,  197.83875, -5.99241,  97.53844,  10.00,  197.81105,  0.46045,  0.86035
176, 5612, -5.8005, -98.00707, -177.73347,  197.73347, -5.8005,  98.00707,  10.00,  197.73347, -5.90622,  97.72309,  10.00,  197.70573,  0.45703,  0.86182
177, 5613, -6.31323, -98.11185, -177.82045,  197.82045, -6.31323,  98.11185,  10.00,  197.82045, -6.41886,  97.82797,  10.00,  197.79285,  0.45679,  0.85352
178, 5612, -5.8005, -98.00707, -177.73347,  197.73347, -5.8005,  98.00707,  10.00,  197.73347, -5.90622,  97.72309,  10.00,  197.70573,  0.45703,  0.86182
179, 5615, -5.88679, -97.82239, -177.83875,  197.83875, -5.88679,  97.82239,  10.00,  197.83875, -5.99241,  97.53844,  10.00,  197.81105,  0.46045,  0.86035
180, 5616, -5.94387, -97.61668, -177.94893,  197.94893, -5.94387,  97.61668,  10.00,  197.94893, -6.04941,  97.33277,  10.00,  197.92128,  0.46338,  0.85889
181, 5615, -5.88679, -97.82239, -177.83875,  197.83875, -5.88679,  97.82239,  10.00,  197.83875, -5.99241,  97.53844,  10.00,  197.81105,  0.46045,  0.86035
182, 5611, -5.40618, -97.20177, -177.88437,  197.88437, -5.40618,  97.20177,  10.00,  197.88437, -5.5118,  96.9177,  10.00,  197.85663,  0.46533,  0.86621
183, 5615, -5.88679, -97.82239, -177.83875,  197.83875, -5.88679,  97.82239,  10.00,  197.83875, -5.99241,  97.53844,  10.00,  197.81105,  0.46045,  0.86035
184, 5616, -5.94387, -97.61668, -177.94893,  197.94893, -5.94387,  97.61668,  10.00,  197.94893, -6.04941,  97.33277,  10.00,  197.92128,  0.46338,  0.85889
185, 5613, -6.31323, -98.11185, -177.82045,  197.82045, -6.31323,  98.11185,  10.00,  197.82045, -6.41886,  97.82797,  10.00,  197.79285,  0.45679,  0.85352
186, 5613, -6.31323, -98.11185, -177.82045,  197.82045, -6.31323,  98.11185,  10.00,  197.82045, -6.41886,  97.82797,  10.00,  197.79285,  0.45679,  0.85352
187, 5617, -6.06337, -97.24729, -178.0345,  198.0345, -6.06337,  97.24729,  10.00,  198.0345, -6.16885,  96.96341,  10.00,  198.00694,  0.46875,  0.85449
188, 5618, -6.5518, -97.56075, -177.99397,  197.99397, -6.5518,  97.56075,  10.00,  197.99397, -6.65729,  97.27695,  10.00,  197.96651,  0.46362,  0.84766
189, 5613, -6.31323, -98.11185, -177.82045,  197.82045, -6.31323,  98.11185,  10.00,  197.82045, -6.41886,  97.82797,  10.00,  197.79285,  0.45679,  0.85352
190, 5616, -5.94387, -97.61668, -177.94893,  197.94893, -5.94387,  97.61668,  10.00,  197.94893, -6.04941,  97.33277,  10.00,  197.92128,  0.46338,  0.85889
191, 5617, -6.06337, -97.24729, -178.0345,  198.0345, -6.06337,  97.24729,  10.00,  198.0345, -6.16885,  96.96341,  10.00,  198.00694,  0.46875,  0.85449
192, 5616, -5.94387, -97.61668, -177.94893,  197.94893, -5.94387,  97.61668,  10.00,  197.94893, -6.04941,  97.33277,  10.00,  197.92128,  0.46338,  0.85889
193, 5611, -5.40618, -97.20177, -177.88437,  197.88437, -5.40618,  97.20177,  10.00,  197.88437, -5.5118,  96.9177,  10.00,  197.85663,  0.46533,  0.86621
194, 5619, -5.48632, -97.20669, -177.98541,  197.98541, -5.48632,  97.20669,  10.00,  197.98541, -5.59185,  96.92271,  10.00,  197.95769,  0.46899,  0.86328
195, 5617, -6.06337, -97.24729, -178.0345,  198.0345, -6.06337,  97.24729,  10.00,  198.0345, -6.16885,  96.96341,  10.00,  198.00694,  0.46875,  0.85449
196, 5616, -5.94387, -97.61668, -177.94893,  197.94893, -5.94387,  97.61668,  10.00,  197.94893, -6.04941,  97.33277,  10.00,  197.92128,  0.46338,  0.85889
197, 5619, -5.48632, -97.20669, -177.98541,  197.98541, -5.48632,  97.20669,  10.00,  197.98541, -5.59185,  96.92271,  10.00,  197.95769,  0.46899,  0.86328
198, 5620, -5.0776, -96.67683, -177.89775,  197.89775, -5.0776,  96.67683,  10.00,  197.89775, -5.18324,  96.39273,  10.00,  197.86998,  0.47095,  0.86963
199, 5619, -5.48632, -97.20669, -177.98541,  197.98541, -5.48632,  97.20669,  10.00,  197.98541, -5.59185,  96.92271,  10.00,  197.95769,  0.46899,  0.86328
200, 5611, -5.40618, -97.20177, -177.88437,  197.88437, -5.40618,  97.20177,  10.00,  197.88437, -5.5118,  96.9177,  10.00,  197.85663,  0.46533,  0.86621
201, 5617, -6.06337, -97.24729, -178.0345,  198.0345, -6.06337,  97.24729,  10.00,  198.0345, -6.16885,  96.96341,  10.00,  198.00694,  0.46875,  0.85449
202, 5619, -5.48632, -97.20669, -177.98541,  197.98541, -5.48632,  97.20669,  10.00,  197.98541, -5.59185,  96.92271,  10.00,  197.95769,  0.46899,  0.86328
203, 5621, -5.63069, -96.87898, -178.05647,  198.05647, -5.63069,  96.87898,  10.00,  198.05647, -5.73617,  96.59504,  10.00,  198.02882,  0.4729,  0.85986
204, 5620, -5.0776, -96.67683, -177.89775,  197.89775, -5.0776,  96.67683,  10.00,  197.89775, -5.18324,  96.39273,  10.00,  197.86998,  0.47095,  0.86963
205, 5622, -5.12865, -96.67466, -177.97726,  197.97726, -5.12865,  96.67466,  10.00,  197.97726, -5.23421,  96.39063,  10.00,  197.94949,  0.47363,  0.86719
206, 5619, -5.48632, -97.20669, -177.98541,  197.98541, -5.48632,  97.20669,  10.00,  197.98541, -5.59185,  96.92271,  10.00,  197.95769,  0.46899,  0.86328
207, 5621, -5.63069, -96.87898, -178.05647,  198.05647, -5.63069,  96.87898,  10.00,  198.05647, -5.73617,  96.59504,  10.00,  198.02882,  0.4729,  0.85986
208, 5619, -5.48632, -97.20669, -177.98541,  197.98541, -5.48632,  97.20669,  10.00,  197.98541, -5.59185,  96.92271,  10.00,  197.95769,  0.46899,  0.86328
209, 5622, -5.12865, -96.67466, -177.97726,  197.97726, -5.12865,  96.67466,  10.00,  197.97726, -5.23421,  96.39063,  10.00,  197.94949,  0.47363,  0.86719
210, 5621, -5.63069, -96.87898, -178.05647,  198.05647, -5.63069,  96.87898,  10.00,  198.05647, -5.73617,  96.59504,  10.00,  198.02882,  0.4729,  0.85986
211, 5622, -5.12865, -96.67466, -177.97726,  197.97726, -5.12865,  96.67466,  10.00,  197.97726, -5.23421,  96.39063,  10.00,  197.94949,  0.47363,  0.86719
212, 5623, -5.21789, -96.46626, -178.04434,  198.04434, -5.21789,  96.46626,  10.00,  198.04434, -5.3234,  96.18221,  10.00,  198.01665,  0.47632,  0.86523
213, 5624, -4.84334, -96.26151, -177.90536,  197.90536, -4.84334,  96.26151,  10.00,  197.90536, -4.94898,  95.97739,  10.00,  197.87758,  0.47656,  0.87305
214, 5622, -5.12865, -96.67466, -177.97726,  197.97726, -5.12865,  96.67466,  10.00,  197.97726, -5.23421,  96.39063,  10.00,  197.94949,  0.47363,  0.86719
215, 5620, -5.0776, -96.67683, -177.89775,  197.89775, -5.0776,  96.67683,  10.00,  197.89775, -5.18324,  96.39273,  10.00,  197.86998,  0.47095,  0.86963
216, 5622, -5.12865, -96.67466, -177.97726,  197.97726, -5.12865,  96.67466,  10.00,  197.97726, -5.23421,  96.39063,  10.00,  197.94949,  0.47363,  0.86719
217, 5625, -4.93168, -96.10839, -177.98128,  197.98128, -4.93168,  96.10839,  10.00,  197.98128, -5.03726,  95.8243,  10.00,  197.95354,  0.47974,  0.87012
218, 5623, -5.21789, -96.46626, -178.04434,  198.04434, -5.21789,  96.46626,  10.00,  198.04434, -5.3234,  96.18221,  10.00,  198.01665,  0.47632,  0.86523
219, 5624, -4.84334, -96.26151, -177.90536,  197.90536, -4.84334,  96.26151,  10.00,  197.90536, -4.94898,  95.97739,  10.00,  197.87758,  0.47656,  0.87305
220, 5626, -4.87794, -96.19694, -177.94189,  197.94189, -4.87794,  96.19694,  10.00,  197.94189, -4.98356,  95.91283,  10.00,  197.91414,  0.47827,  0.87158
221, 5622, -5.12865, -96.67466, -177.97726,  197.97726, -5.12865,  96.67466,  10.00,  197.97726, -5.23421,  96.39063,  10.00,  197.94949,  0.47363,  0.86719
222, 5622, -5.12865, -96.67466, -177.97726,  197.97726, -5.12865,  96.67466,  10.00,  197.97726, -5.23421,  96.39063,  10.00,  197.94949,  0.47363,  0.86719
223, 5626, -4.87794, -96.19694, -177.94189,  197.94189, -4.87794,  96.19694,  10.00,  197.94189, -4.98356,  95.91283,  10.00,  197.91414,  0.47827,  0.87158
224, 5625, -4.93168, -96.10839, -177.98128,  197.98128, -4.93168,  96.10839,  10.00,  197.98128, -5.03726,  95.8243,  10.00,  197.95354,  0.47974,  0.87012
225, 5624, -4.84334, -96.26151, -177.90536,  197.90536, -4.84334,  96.26151,  10.00,  197.90536, -4.94898,  95.97739,  10.00,  197.87758,  0.47656,  0.87305
226, 5627, -4.61401, -95.72614, -177.89908,  197.89908, -4.61401,  95.72614,  10.00,  197.89908, -4.71969,  95.44202,  10.00,  197.87129,  0.48315,  0.87646
227, 5626, -4.87794, -96.19694, -177.94189,  197.94189, -4.87794,  96.19694,  10.00,  197.94189, -4.98356,  95.91283,  10.00,  197.91414,  0.47827,  0.87158
228, 5627, -4.61401, -95.72614, -177.89908,  197.89908, -4.61401,  95.72614,  10.00,  197.89908, -4.71969,  95.44202,  10.00,  197.87129,  0.48315,  0.87646
229, 5625, -4.93168, -96.10839, -177.98128,  197.98128, -4.93168,  96.10839,  10.00,  197.98128, -5.03726,  95.8243,  10.00,  197.95354,  0.47974,  0.87012
230, 5626, -4.87794, -96.19694, -177.94189,  197.94189, -4.87794,  96.19694,  10.00,  197.94189, -4.98356,  95.91283,  10.00,  197.91414,  0.47827,  0.87158
231, 5628, -4.68846, -96.00415, -178.24547,  198.24547, -4.68846,  96.00415,  10.00,  198.24547, -4.79381,  95.72013,  10.00,  198.21765,  0.02419,  0.4231
232, 5629, -5.21789, -96.56506, -178.09352,  198.09352, -5.21789,  96.56506,  10.00,  198.09352, -5.32335,  96.28111,  10.00,  198.0658,  0.0257,  0.42969
233, 5630, -5.26593, -96.96474, -178.00668,  198.00668, -5.26593,  96.96474,  10.00,  198.00668, -5.37145,  96.68072,  10.00,  197.97891,  0.03018,  0.4292
234, 5628, -4.68846, -96.00415, -178.24547,  198.24547, -4.68846,  96.00415,  10.00,  198.24547, -4.79381,  95.72013,  10.00,  198.21765,  0.02419,  0.4231
235, 5630, -5.26593, -96.96474, -178.00668,  198.00668, -5.26593,  96.96474,  10.00,  198.00668, -5.37145,  96.68072,  10.00,  197.97891,  0.03018,  0.4292
236, 5631, -4.91723, -99.17449, -177.73915,  197.73915, -4.91723,  99.17449,  10.00,  197.73915, -5.02287,  98.89031,  10.00,  197.71101,  0.03024,  0.42212
237, 5632, -5.54802, -97.4292, -177.90906,  197.90906, -5.54802,  97.4292,  10.00,  197.90906, -5.6536,  97.1452,  10.00,  197.88133,  0.03427,  0.42749
238, 5631, -4.91723, -99.17449, -177.73915,  197.73915, -4.91723,  99.17449,  10.00,  197.73915, -5.02287,  98.89031,  10.00,  197.71101,  0.03024,  0.42212
239, 5630, -5.26593, -96.96474, -178.00668,  198.00668, -5.26593,  96.96474,  10.00,  198.00668, -5.37145,  96.68072,  10.00,  197.97891,  0.03018,  0.4292
240, 5633, -5.95625, -97.62358, -177.91599,  197.91599, -5.95625,  97.62358,  10.00,  197.91599, -6.06181,  97.33967,  10.00,  197.88834,  0.03854,  0.42529
241, 5631, -4.91723, -99.17449, -177.73915,  197.73915, -4.91723,  99.17449,  10.00,  197.73915, -5.02287,  98.89031,  10.00,  197.71101,  0.03024,  0.42212
242, 5632, -5.54802, -97.4292, -177.90906,  197.90906, -5.54802,  97.4292,  10.00,  197.90906, -5.6536,  97.1452,  10.00,  197.88133,  0.03427,  0.42749
243, 5633, -5.95625, -97.62358, -177.91599,  197.91599, -5.95625,  97.62358,  10.00,  197.91599, -6.06181,  97.33967,  10.00,  197.88834,  0.03854,  0.42529
244, 5634, -4.62179, -100.52662, -177.84448,  197.84448, -4.62179,  100.52662,  10.00,  197.84448, -4.72726,  100.24245,  10.00,  197.8161,  0.03391,  0.41968
245, 5631, -4.91723, -99.17449, -177.73915,  197.73915, -4.91723,  99.17449,  10.00,  197.73915, -5.02287,  98.89031,  10.00,  197.71101,  0.03024,  0.42212
246, 5633, -5.95625, -97.62358, -177.91599,  197.91599, -5.95625,  97.62358,  10.00,  197.91599, -6.06181,  97.33967,  10.00,  197.88834,  0.03854,  0.42529
247, 5635, -6.5518, -97.56075, -177.99397,  197.99397, -6.5518,  97.56075,  10.00,  197.99397, -6.65729,  97.27695,  10.00,  197.96651,  0.04214,  0.42236
248, 5634, -4.62179, -100.52662, -177.84448,  197.84448, -4.62179,  100.52662,  10.00,  197.84448, -4.72726,  100.24245,  10.00,  197.8161,  0.03391,  0.41968
249, 5636, -7.13725, -97.90352, -177.9655,  197.9655, -7.13725,  97.90352,  10.00,  197.9655, -7.24276,  97.61981,  10.00,  197.93816,  0.04404,  0.41846
250, 5634, -4.62179, -100.52662, -177.84448,  197.84448, -4.62179,  100.52662,  10.00,  197.84448, -4.72726,  100.24245,  10.00,  197.8161,  0.03391,  0.41968
251, 5635, -6.5518, -97.56075, -177.99397,  197.99397, -6.5518,  97.56075,  10.00,  197.99397, -6.65729,  97.27695,  10.00,  197.96651,  0.04214,  0.42236
252, 5636, -7.13725, -97.90352, -177.9655,  197.9655, -7.13725,  97.90352,  10.00,  197.9655, -7.24276,  97.61981,  10.00,  197.93816,  0.04404,  0.41846
253, 5637, -6.89843, -100.86821, -177.76202,  197.76202, -6.89843,  100.86821,  10.00,  197.76202, -7.00396,  100.58435,  10.00,  197.73425,  0.03677,  0.41528
254, 5634, -4.62179, -100.52662, -177.84448,  197.84448, -4.62179,  100.52662,  10.00,  197.84448, -4.72726,  100.24245,  10.00,  197.8161,  0.03391,  0.41968
255, 5636, -7.13725, -97.90352, -177.9655,  197.9655, -7.13725,  97.90352,  10.00,  197.9655, -7.24276,  97.61981,  10.00,  197.93816,  0.04404,  0.41846
256, 5638, -7.74223, -98.13914, -177.96376,  197.96376, -7.74223,  98.13914,  10.00,  197.96376, -7.84772,  97.85554,  10.00,  197.93654,  0.04535,  0.41455
257, 5637, -6.89843, -100.86821, -177.76202,  197.76202, -6.89843,  100.86821,  10.00,  197.76202, -7.00396,  100.58435,  10.00,  197.73425,  0.03677,  0.41528
258, 5639, -8.33435, -98.2877, -177.97896,  197.97896, -8.33435,  98.2877,  10.00,  197.97896, -8.43983,  98.0042,  10.00,  197.9519,  0.04645,  0.41016
259, 5637, -6.89843, -100.86821, -177.76202,  197.76202, -6.89843,  100.86821,  10.00,  197.76202, -7.00396,  100.58435,  10.00,  197.73425,  0.03677,  0.41528
260, 5638, -7.74223, -98.13914, -177.96376,  197.96376, -7.74223,  98.13914,  10.00,  197.96376, -7.84772,  97.85554,  10.00,  197.93654,  0.04535,  0.41455
261, 5639, -8.33435, -98.2877, -177.97896,  197.97896, -8.33435,  98.2877,  10.00,  197.97896, -8.43983,  98.0042,  10.00,  197.9519,  0.04645,  0.41016
262, 5640, -8.3547, -101.60213, -177.7774,  197.7774, -8.3547,  101.60213,  10.00,  197.7774, -8.46018,  101.31853,  10.00,  197.74995,  0.03778,  0.40918
263, 5637, -6.89843, -100.86821, -177.76202,  197.76202, -6.89843,  100.86821,  10.00,  197.76202, -7.00396,  100.58435,  10.00,  197.73425,  0.03677,  0.41528
264, 5639, -8.33435, -98.2877, -177.97896,  197.97896, -8.33435,  98.2877,  10.00,  197.97896, -8.43983,  98.0042,  10.00,  197.9519,  0.04645,  0.41016
265, 5641, -8.90792, -98.36621, -178.02335,  198.02335, -8.90792,  98.36621,  10.00,  198.02335, -9.01335,  98.08281,  10.00,  197.99644,  0.04617,  0.40503
266, 5640, -8.3547, -101.60213, -177.7774,  197.7774, -8.3547,  101.60213,  10.00,  197.7774, -8.46018,  101.31853,  10.00,  197.74995,  0.03778,  0.40918
267, 5640, -8.3547, -101.60213, -177.7774,  197.7774, -8.3547,  101.60213,  10.00,  197.7774, -8.46018,  101.31853,  10.00,  197.74995,  0.03778,  0.40918
268, 5641, -8.90792, -98.36621, -178.02335,  198.02335, -8.90792,  98.36621,  10.00,  198.02335, -9.01335,  98.08281,  10.00,  197.99644,  0.04617,  0.40503
269, 5642, -9.37379, -98.42069, -178.08092,  198.08092, -9.37379,  98.42069,  10.00,  198.08092, -9.47916,  98.13736,  10.00,  198.05412,  0.0444,  0.40039
270, 5640, -8.3547, -101.60213, -177.7774,  197.7774, -8.3547,  101.60213,  10.00,  197.7774, -8.46018,  101.31853,  10.00,  197.74995,  0.03778,  0.40918
271, 5642, -9.37379, -98.42069, -178.08092,  198.08092, -9.37379,  98.42069,  10.00,  198.08092, -9.47916,  98.13736,  10.00,  198.05412,  0.0444,  0.40039
272, 5643, -9.88579, -101.77819, -177.96777,  197.96777, -9.88579,  101.77819,  10.00,  197.96777, -9.99109,  101.49493,  10.00,  197.94073,  0.03625,  0.40283
273, 5644, -9.82404, -98.46587, -178.17599,  198.17599, -9.82404,  98.46587,  10.00,  198.17599, -9.92932,  98.18269,  10.00,  198.14935,  0.04178,  0.396
274, 5643, -9.88579, -101.77819, -177.96777,  197.96777, -9.88579,  101.77819,  10.00,  197.96777, -9.99109,  101.49493,  10.00,  197.94073,  0.03625,  0.40283
275, 5642, -9.37379, -98.42069, -178.08092,  198.08092, -9.37379,  98.42069,  10.00,  198.08092, -9.47916,  98.13736,  10.00,  198.05412,  0.0444,  0.40039
276, 5645, -10.30316, -98.52164, -178.30023,  198.30023, -10.30316,  98.52164,  10.00,  198.30023, -10.40833,  98.23856,  10.00,  198.2737,  0.0379,  0.39282
277, 5643, -9.88579, -101.77819, -177.96777,  197.96777, -9.88579,  101.77819,  10.00,  197.96777, -9.99109,  101.49493,  10.00,  197.94073,  0.03625,  0.40283
278, 5644, -9.82404, -98.46587, -178.17599,  198.17599, -9.82404,  98.46587,  10.00,  198.17599, -9.92932,  98.18269,  10.00,  198.14935,  0.04178,  0.396
279, 5646, -12.19373, -100.40145, -178.84032,  198.84032, -12.19373,  100.40145,  10.00,  198.84032, -12.29831,  100.11889,  10.00,  198.81409,  0.0265,  0.396
280, 5643, -9.88579, -101.77819, -177.96777,  197.96777, -9.88579,  101.77819,  10.00,  197.96777, -9.99109,  101.49493,  10.00,  197.94073,  0.03625,  0.40283
281, 5645, -10.30316, -98.52164, -178.30023,  198.30023, -10.30316,  98.52164,  10.00,  198.30023, -10.40833,  98.23856,  10.00,  198.2737,  0.0379,  0.39282
282, 5646, -12.19373, -100.40145, -178.84032,  198.84032, -12.19373,  100.40145,  10.00,  198.84032, -12.29831,  100.11889,  10.00,  198.81409,  0.0265,  0.396
283, 5645, -10.30316, -98.52164, -178.30023,  198.30023, -10.30316,  98.52164,  10.00,  198.30023, -10.40833,  98.23856,  10.00,  198.2737,  0.0379,  0.39282
284, 5647, -10.65607, -98.56281, -178.41106,  198.41106, -10.65607,  98.56281,  10.00,  198.41106, -10.76113,  98.2799,  10.00,  198.38463,  0.0332,  0.39063
285, 5647, -10.65607, -98.56281, -178.41106,  198.41106, -10.65607,  98.56281,  10.00,  198.41106, -10.76113,  98.2799,  10.00,  198.38463,  0.0332,  0.39063
286, 5648, -10.93599, -98.58356, -178.51077,  198.51077, -10.93599,  98.58356,  10.00,  198.51077, -11.04096,  98.30072,  10.00,  198.48442,  0.02858,  0.39038
287, 5646, -12.19373, -100.40145, -178.84032,  198.84032, -12.19373,  100.40145,  10.00,  198.84032, -12.29831,  100.11889,  10.00,  198.81409,  0.0265,  0.396
